journal_id,line_number,post_date,period,fiscal_year,gl_account,department,project,debit_amount,credit_amount,description,reference,source,document_type,status,reversal_flag,reversal_journal,created_date,updated_date,updated_time,updated_by,batch_session
1003171,1,2024-12-20,202412,2024,1200,0000,,824.46,,ice 1003171                                   1003,171             ARIN,VP,N,,,1241,,,,H        2,31829
1003171,2,2024-12-20,202412,2024,4100,0000,,0.0,,ice 1003171                                   1003,171             ARIN,VP,N,,,1241,,,,H        2,31829
1003172,1,2024-10-13,202410,2024,1200,0000,,590.69,,ice 1003172                                   1003,172             ARIN,VP,N,,,1241,,,,H        2,94034
1003172,2,2024-10-13,202410,2024,4100,0000,,0.0,,ice 1003172                                   1003,172             ARIN,VP,N,,,1241,,1913-05-03,,H        2,94034
1003173,1,2024-01-25,202401,2024,1200,0000,,5452.71,,ice 1003173                                   1003,173             ARIN,VP,N,,,1240,,,,H        6,25629
1003173,2,2024-01-25,202401,2024,4100,0000,,0.0,,ice 1003173                                   1003,173             ARIN,VP,N,,,1240,,,,H        6,25629
1003174,1,2023-06-01,202306,2023,1200,0000,,10430.97,,ice 1003174                                   1003,174             ARIN,VP,N,,,1230,2001-12-30,,,H        8,20307
1003174,2,2023-06-01,202306,2023,4100,0000,,0.0,,ice 1003174                                   1003,174             ARIN,VP,N,,,1230,2001-12-30,2001-03-23,,H        8,20307
1003175,1,2023-08-28,202308,2023,1200,0000,,1280.11,,ice 1003175                                   1003,175             ARIN,VP,N,,,1230,2028-12-30,2028-09-18,,H        3,43436
1003175,2,2023-08-28,202308,2023,4100,0000,,0.0,,ice 1003175                                   1003,175             ARIN,VP,N,,,1230,2028-12-30,,,H        3,43436
1003176,1,2023-07-01,202307,2023,1200,0000,,6186.0,,ice 1003176                                   1003,176             ARIN,VP,N,,,1230,2001-12-30,,,H        5,52767
1003176,2,2023-07-01,202307,2023,4100,0000,,0.0,,ice 1003176                                   1003,176             ARIN,VP,N,,,1230,2001-12-30,2001-03-18,,H        5,52767
1003177,1,2023-06-21,202306,2023,1200,0000,,1291.01,,ice 1003177                                   1003,177             ARIN,VP,N,,,1230,2021-12-30,,,H        2,99143
1003177,2,2023-06-21,202306,2023,4100,0000,,0.0,,ice 1003177                                   1003,177             ARIN,VP,N,,,1230,2021-12-30,2021-01-30,,H        2,99143
1003178,1,2024-02-03,202402,2024,1200,0000,,8677.03,,ice 1003178                                   1003,178             ARIN,VP,N,,,1240,,2003-06-30,,H        8,1061
1003178,2,2024-02-03,202402,2024,4100,0000,,0.0,,ice 1003178                                   1003,178             ARIN,VP,N,,,1240,,,,H        8,1061
1003179,1,2024-06-21,202406,2024,1200,0000,,944.04,,ice 1003179                                   1003,179             ARIN,VP,N,,,1240,,,,H        4,3614
1003179,2,2024-06-21,202406,2024,4100,0000,,0.0,,ice 1003179                                   1003,179             ARIN,VP,N,,,1240,,,,H        4,3614
1003180,1,2024-09-02,202409,2024,1200,0000,,247.48,,ice 1003180                                   1003,180             ARIN,VP,N,,,1240,,2002-05-08,,H        5,76916
1003180,2,2024-09-02,202409,2024,4100,0000,,0.0,,ice 1003180                                   1003,180             ARIN,VP,N,,,1240,,,,H        5,76916
1003181,1,2023-09-24,202309,2023,1200,0000,,1957.12,,ice 1003181                                   1003,181             ARIN,VP,N,,,1230,2024-12-30,2024-01-19,,H        6,26040
1003181,2,2023-09-24,202309,2023,4100,0000,,0.0,,ice 1003181                                   1003,181             ARIN,VP,N,,,1230,2024-12-30,2024-02-05,,H        6,26040
1003182,1,2023-09-21,202309,2023,1200,0000,,7479.55,,ice 1003182                                   1003,182             ARIN,VP,N,,,1230,2021-12-30,2021-05-07,,H        3,59462
1003182,2,2023-09-21,202309,2023,4100,0000,,0.0,,ice 1003182                                   1003,182             ARIN,VP,N,,,1230,2021-12-30,,,H        3,59462
1003183,1,2023-02-09,202302,2023,1200,0000,,53407.55,,ice 1003183                                   1003,183             ARIN,VP,N,,,1230,2009-12-30,,,H        5,86513
1003183,2,2023-02-09,202302,2023,4100,0000,,0.0,,ice 1003183                                   1003,183             ARIN,VP,N,,,1230,2009-12-30,2009-07-31,,H        5,86513
1003184,1,2024-10-03,202410,2024,1200,0000,,1216.05,,ice 1003184                                   1003,184             ARIN,VP,N,,,1241,,,,H        9,12555
1003184,2,2024-10-03,202410,2024,4100,0000,,0.0,,ice 1003184                                   1003,184             ARIN,VP,N,,,1241,,,,H        9,12555
1003185,1,2023-01-02,202301,2023,1200,0000,,9644.69,,ice 1003185                                   1003,185             ARIN,VP,N,,,1230,2002-12-30,,,H        8,37863
1003185,2,2023-01-02,202301,2023,4100,0000,,0.0,,ice 1003185                                   1003,185             ARIN,VP,N,,,1230,2002-12-30,,,H        8,37863
1003186,1,2024-05-06,202405,2024,1200,0000,,751.2,,ice 1003186                                   1003,186             ARIN,VP,N,,,1240,,,,H        6,8817
1003186,2,2024-05-06,202405,2024,4100,0000,,0.0,,ice 1003186                                   1003,186             ARIN,VP,N,,,1240,,2006-05-13,,H        6,8817
1003187,1,2023-08-17,202308,2023,1200,0000,,5340.35,,ice 1003187                                   1003,187             ARIN,VP,N,,,1230,2017-12-30,,,H        7,36189
1003187,2,2023-08-17,202308,2023,4100,0000,,0.0,,ice 1003187                                   1003,187             ARIN,VP,N,,,1230,2017-12-30,,,H        7,36189
1003188,1,2024-11-01,202411,2024,1200,0000,,328.59,,ice 1003188                                   1003,188             ARIN,VP,N,,,1241,,,,H        5,76259
1003188,2,2024-11-01,202411,2024,4100,0000,,0.0,,ice 1003188                                   1003,188             ARIN,VP,N,,,1241,,,,H        5,76259
1003189,1,2024-12-20,202412,2024,1200,0000,,2012.43,,ice 1003189                                   1003,189             ARIN,VP,N,,,1241,,,,H        4,68934
1003189,2,2024-12-20,202412,2024,4100,0000,,0.0,,ice 1003189                                   1003,189             ARIN,VP,N,,,1241,,,,H        4,68934
1003190,1,2024-12-23,202412,2024,1200,0000,,8308.7,,ice 1003190                                   1003,190             ARIN,VP,N,,,1241,,,,H        1,37383
1003190,2,2024-12-23,202412,2024,4100,0000,,0.0,,ice 1003190                                   1003,190             ARIN,VP,N,,,1241,,,,H        1,37383
1003191,1,2024-11-14,202411,2024,1200,0000,,23540.61,,ice 1003191                                   1003,191             ARIN,VP,N,,,1241,,2014-01-01,,H        4,1936
1003191,2,2024-11-14,202411,2024,4100,0000,,0.0,,ice 1003191                                   1003,191             ARIN,VP,N,,,1241,,,,H        4,1936
1003192,1,2024-02-06,202402,2024,1200,0000,,1575.38,,ice 1003192                                   1003,192             ARIN,VP,N,,,1240,,,,H        6,18537
1003192,2,2024-02-06,202402,2024,4100,0000,,0.0,,ice 1003192                                   1003,192             ARIN,VP,N,,,1240,,,,H        6,18537
1003193,1,2024-05-19,202405,2024,1200,0000,,4230.83,,ice 1003193                                   1003,193             ARIN,VP,N,,,1240,,,,H        3,96833
1003193,2,2024-05-19,202405,2024,4100,0000,,0.0,,ice 1003193                                   1003,193             ARIN,VP,N,,,1240,,,,H        3,96833
1003194,1,2023-02-03,202302,2023,1200,0000,,790.94,,ice 1003194                                   1003,194             ARIN,VP,N,,,1230,2003-12-30,2003-12-04,,H        7,29406
1003194,2,2023-02-03,202302,2023,4100,0000,,0.0,,ice 1003194                                   1003,194             ARIN,VP,N,,,1230,2003-12-30,,,H        7,29406
1003195,1,2023-01-22,202301,2023,1200,0000,,1565.19,,ice 1003195                                   1003,195             ARIN,VP,N,,,1230,2022-12-30,,,H        9,29651
1003195,2,2023-01-22,202301,2023,4100,0000,,0.0,,ice 1003195                                   1003,195             ARIN,VP,N,,,1230,2022-12-30,,,H        9,29651
1003196,1,2023-08-31,202308,2023,1200,0000,,250.47,,ice 1003196                                   1003,196             ARIN,VP,N,,,1230,2031-12-30,,,H        8,1785
1003196,2,2023-08-31,202308,2023,4100,0000,,0.0,,ice 1003196                                   1003,196             ARIN,VP,N,,,1230,2031-12-30,,,H        8,1785
1003197,1,2023-11-01,202311,2023,1200,0000,,571.91,,ice 1003197                                   1003,197             ARIN,VP,N,,,1231,2001-12-31,,,H        3,69751
1003197,2,2023-11-01,202311,2023,4100,0000,,0.0,,ice 1003197                                   1003,197             ARIN,VP,N,,,1231,2001-12-31,,,H        3,69751
1003198,1,2023-11-12,202311,2023,1200,0000,,23904.81,,ice 1003198                                   1003,198             ARIN,VP,N,,,1231,2012-12-31,,,H        2,11924
1003198,2,2023-11-12,202311,2023,4100,0000,,0.0,,ice 1003198                                   1003,198             ARIN,VP,N,,,1231,2012-12-31,,,H        2,11924
1003199,1,2023-01-21,202301,2023,1200,0000,,1093.45,,ice 1003199                                   1003,199             ARIN,VP,N,,,1230,2021-12-30,,,H        2,33732
1003199,2,2023-01-21,202301,2023,4100,0000,,0.0,,ice 1003199                                   1003,199             ARIN,VP,N,,,1230,2021-12-30,2021-08-01,,H        2,33732
1003200,1,2024-12-26,202412,2024,1200,0000,,710.69,,ice 1003200                                   1003,200             ARIN,VP,N,,,1241,,,,H        7,72838
1003200,2,2024-12-26,202412,2024,4100,0000,,0.0,,ice 1003200                                   1003,200             ARIN,VP,N,,,1241,,,,H        7,72838
1003201,1,2023-05-04,202305,2023,1200,0000,,3005.99,,ice 1003201                                   1003,201             ARIN,VP,N,,,1230,2004-12-30,,,H        9,96194
1003201,2,2023-05-04,202305,2023,4100,0000,,0.0,,ice 1003201                                   1003,201             ARIN,VP,N,,,1230,2004-12-30,,,H        9,96194
1003202,1,2023-11-20,202311,2023,1200,0000,,1293.49,,ice 1003202                                   1003,202             ARIN,VP,N,,,1231,2020-12-31,,,H        9,71729
1003202,2,2023-11-20,202311,2023,4100,0000,,0.0,,ice 1003202                                   1003,202             ARIN,VP,N,,,1231,2020-12-31,,,H        9,71729
1003203,1,2023-12-30,202312,2023,1200,0000,,34075.91,,ice 1003203                                   1003,203             ARIN,VP,N,,,1231,2030-12-31,,,H        5,63055
1003203,2,2023-12-30,202312,2023,4100,0000,,0.0,,ice 1003203                                   1003,203             ARIN,VP,N,,,1231,2030-12-31,,,H        5,63055
1003204,1,2024-03-31,202403,2024,1200,0000,,33821.12,,ice 1003204                                   1003,204             ARIN,VP,N,,,1240,,2031-11-18,,H        1,93923
1003204,2,2024-03-31,202403,2024,4100,0000,,0.0,,ice 1003204                                   1003,204             ARIN,VP,N,,,1240,,,,H        1,93923
1003205,1,2024-12-20,202412,2024,1200,0000,,9640.66,,ice 1003205                                   1003,205             ARIN,VP,N,,,1241,,,,H        7,27090
1003205,2,2024-12-20,202412,2024,4100,0000,,0.0,,ice 1003205                                   1003,205             ARIN,VP,N,,,1241,,,,H        7,27090
1003206,1,2024-11-05,202411,2024,1200,0000,,321.76,,ice 1003206                                   1003,206             ARIN,VP,N,,,1241,,,,H        3,20479
1003206,2,2024-11-05,202411,2024,4100,0000,,0.0,,ice 1003206                                   1003,206             ARIN,VP,N,,,1241,,2005-07-31,,H        3,20479
1003207,1,2023-07-01,202307,2023,1200,0000,,2675.27,,ice 1003207                                   1003,207             ARIN,VP,N,,,1230,2001-12-30,,,H        1,7817
1003207,2,2023-07-01,202307,2023,4100,0000,,0.0,,ice 1003207                                   1003,207             ARIN,VP,N,,,1230,2001-12-30,,,H        1,7817
1003208,1,2023-02-18,202302,2023,1200,0000,,320.44,,ice 1003208                                   1003,208             ARIN,VP,N,,,1230,2018-12-30,,,H        1,49238
1003208,2,2023-02-18,202302,2023,4100,0000,,0.0,,ice 1003208                                   1003,208             ARIN,VP,N,,,1230,2018-12-30,,,H        1,49238
1003209,1,2024-01-01,202401,2024,1200,0000,,1541.06,,ice 1003209                                   1003,209             ARIN,VP,N,,,1240,,,,H        3,28903
1003209,2,2024-01-01,202401,2024,4100,0000,,0.0,,ice 1003209                                   1003,209             ARIN,VP,N,,,1240,,,,H        3,28903
1003210,1,2024-05-06,202405,2024,1200,0000,,1216.37,,ice 1003210                                   1003,210             ARIN,VP,N,,,1240,,,,H        3,21990
1003210,2,2024-05-06,202405,2024,4100,0000,,0.0,,ice 1003210                                   1003,210             ARIN,VP,N,,,1240,,,,H        3,21990
1003211,1,2024-09-06,202409,2024,1200,0000,,1053.79,,ice 1003211                                   1003,211             ARIN,VP,N,,,1240,,,,H        2,26453
1003211,2,2024-09-06,202409,2024,4100,0000,,0.0,,ice 1003211                                   1003,211             ARIN,VP,N,,,1240,,,,H        2,26453
1003212,1,2024-05-13,202405,2024,1200,0000,,596.47,,ice 1003212                                   1003,212             ARIN,VP,N,,,1240,,2013-07-03,,H        3,30916
1003212,2,2024-05-13,202405,2024,4100,0000,,0.0,,ice 1003212                                   1003,212             ARIN,VP,N,,,1240,,,,H        3,30916
1003213,1,2023-02-09,202302,2023,1200,0000,,40064.68,,ice 1003213                                   1003,213             ARIN,VP,N,,,1230,2009-12-30,,,H        4,50418
1003213,2,2023-02-09,202302,2023,4100,0000,,0.0,,ice 1003213                                   1003,213             ARIN,VP,N,,,1230,2009-12-30,,,H        4,50418
1003214,1,2023-03-31,202303,2023,1200,0000,,8305.64,,ice 1003214                                   1003,214             ARIN,VP,N,,,1230,2031-12-30,,,H        9,57342
1003214,2,2023-03-31,202303,2023,4100,0000,,0.0,,ice 1003214                                   1003,214             ARIN,VP,N,,,1230,2031-12-30,2031-03-14,,H        9,57342
1003215,1,2023-12-03,202312,2023,1200,0000,,4686.55,,ice 1003215                                   1003,215             ARIN,VP,N,,,1231,2003-12-31,,,H        7,8085
1003215,2,2023-12-03,202312,2023,4100,0000,,0.0,,ice 1003215                                   1003,215             ARIN,VP,N,,,1231,2003-12-31,,,H        7,8085
1003216,1,2023-03-17,202303,2023,1200,0000,,821.47,,ice 1003216                                   1003,216             ARIN,VP,N,,,1230,2017-12-30,,,H        4,30067
1003216,2,2023-03-17,202303,2023,4100,0000,,0.0,,ice 1003216                                   1003,216             ARIN,VP,N,,,1230,2017-12-30,,,H        4,30067
1003217,1,2024-04-30,202404,2024,1200,0000,,14370.01,,ice 1003217                                   1003,217             ARIN,VP,N,,,1240,,,,H        2,92950
1003217,2,2024-04-30,202404,2024,4100,0000,,0.0,,ice 1003217                                   1003,217             ARIN,VP,N,,,1240,,,,H        2,92950
1003218,1,2024-12-05,202412,2024,1200,0000,,434.17,,ice 1003218                                   1003,218             ARIN,VP,N,,,1241,,2005-04-08,,H        4,86155
1003218,2,2024-12-05,202412,2024,4100,0000,,0.0,,ice 1003218                                   1003,218             ARIN,VP,N,,,1241,,,,H        4,86155
1003219,1,2023-01-09,202301,2023,1200,0000,,1564.44,,ice 1003219                                   1003,219             ARIN,VP,N,,,1230,2009-12-30,,,H        3,98571
1003219,2,2023-01-09,202301,2023,4100,0000,,0.0,,ice 1003219                                   1003,219             ARIN,VP,N,,,1230,2009-12-30,,,H        3,98571
1003220,1,2024-06-21,202406,2024,1200,0000,,971.05,,ice 1003220                                   1003,220             ARIN,VP,N,,,1240,,,,H        3,31398
1003220,2,2024-06-21,202406,2024,4100,0000,,0.0,,ice 1003220                                   1003,220             ARIN,VP,N,,,1240,,,,H        3,31398
1003221,1,2024-06-02,202406,2024,1200,0000,,5476.48,,ice 1003221                                   1003,221             ARIN,VP,N,,,1240,,,,H        8,93991
1003221,2,2024-06-02,202406,2024,4100,0000,,0.0,,ice 1003221                                   1003,221             ARIN,VP,N,,,1240,,,,H        8,93991
1003222,1,2023-08-01,202308,2023,1200,0000,,834.96,,ice 1003222                                   1003,222             ARIN,VP,N,,,1230,2001-12-30,,,H        8,51094
1003222,2,2023-08-01,202308,2023,4100,0000,,0.0,,ice 1003222                                   1003,222             ARIN,VP,N,,,1230,2001-12-30,,,H        8,51094
1003223,1,2023-05-06,202305,2023,1200,0000,,38292.27,,ice 1003223                                   1003,223             ARIN,VP,N,,,1230,2006-12-30,,,H        3,7761
1003223,2,2023-05-06,202305,2023,4100,0000,,0.0,,ice 1003223                                   1003,223             ARIN,VP,N,,,1230,2006-12-30,,,H        3,7761
1003224,1,2023-08-20,202308,2023,1200,0000,,314.24,,ice 1003224                                   1003,224             ARIN,VP,N,,,1230,2020-12-30,,,H        8,20411
1003224,2,2023-08-20,202308,2023,4100,0000,,0.0,,ice 1003224                                   1003,224             ARIN,VP,N,,,1230,2020-12-30,,,H        8,20411
1003225,1,2024-01-21,202401,2024,1200,0000,,133.21,,ice 1003225                                   1003,225             ARIN,VP,N,,,1240,,,,H        7,37079
1003225,2,2024-01-21,202401,2024,4100,0000,,0.0,,ice 1003225                                   1003,225             ARIN,VP,N,,,1240,,2021-08-11,,H        7,37079
1003226,1,2024-10-06,202410,2024,1200,0000,,816.97,,ice 1003226                                   1003,226             ARIN,VP,N,,,1241,,1906-09-27,,H        8,79514
1003226,2,2024-10-06,202410,2024,4100,0000,,0.0,,ice 1003226                                   1003,226             ARIN,VP,N,,,1241,,,,H        8,79514
1003227,1,2023-10-20,202310,2023,1200,0000,,916.38,,ice 1003227                                   1003,227             ARIN,VP,N,,,1231,1920-12-31,,,H        6,98594
1003227,2,2023-10-20,202310,2023,4100,0000,,0.0,,ice 1003227                                   1003,227             ARIN,VP,N,,,1231,1920-12-31,1920-01-26,,H        6,98594
1003228,1,2023-04-19,202304,2023,1200,0000,,8441.5,,ice 1003228                                   1003,228             ARIN,VP,N,,,1230,2019-12-30,2019-07-21,,H        3,56951
1003228,2,2023-04-19,202304,2023,4100,0000,,0.0,,ice 1003228                                   1003,228             ARIN,VP,N,,,1230,2019-12-30,2019-09-27,,H        3,56951
1003229,1,2024-07-04,202407,2024,1200,0000,,2130.56,,ice 1003229                                   1003,229             ARIN,VP,N,,,1240,,,,H        2,85425
1003229,2,2024-07-04,202407,2024,4100,0000,,0.0,,ice 1003229                                   1003,229             ARIN,VP,N,,,1240,,2004-09-06,,H        2,85425
1003230,1,2023-06-20,202306,2023,1200,0000,,1714.9,,ice 1003230                                   1003,230             ARIN,VP,N,,,1230,2020-12-30,,,H        4,70606
1003230,2,2023-06-20,202306,2023,4100,0000,,0.0,,ice 1003230                                   1003,230             ARIN,VP,N,,,1230,2020-12-30,,,H        4,70606
1003231,1,2023-01-25,202301,2023,1200,0000,,48626.19,,ice 1003231                                   1003,231             ARIN,VP,N,,,1230,2025-12-30,2025-10-07,,H        6,26546
1003231,2,2023-01-25,202301,2023,4100,0000,,0.0,,ice 1003231                                   1003,231             ARIN,VP,N,,,1230,2025-12-30,,,H        6,26546
1003232,1,2023-12-14,202312,2023,1200,0000,,1347.58,,ice 1003232                                   1003,232             ARIN,VP,N,,,1231,2014-12-31,2014-08-14,,H        7,33414
1003232,2,2023-12-14,202312,2023,4100,0000,,0.0,,ice 1003232                                   1003,232             ARIN,VP,N,,,1231,2014-12-31,2014-04-12,,H        7,33414
1003233,1,2023-11-07,202311,2023,1200,0000,,2216.47,,ice 1003233                                   1003,233             ARIN,VP,N,,,1231,2007-12-31,,,H        7,51777
1003233,2,2023-11-07,202311,2023,4100,0000,,0.0,,ice 1003233                                   1003,233             ARIN,VP,N,,,1231,2007-12-31,2007-01-26,,H        7,51777
1003234,1,2024-11-21,202411,2024,1200,0000,,845.88,,ice 1003234                                   1003,234             ARIN,VP,N,,,1241,,,,H        8,29183
1003234,2,2024-11-21,202411,2024,4100,0000,,0.0,,ice 1003234                                   1003,234             ARIN,VP,N,,,1241,,,,H        8,29183
1003235,1,2024-09-01,202409,2024,1200,0000,,15748.32,,ice 1003235                                   1003,235             ARIN,VP,N,,,1240,,2001-12-23,,H        5,91694
1003235,2,2024-09-01,202409,2024,4100,0000,,0.0,,ice 1003235                                   1003,235             ARIN,VP,N,,,1240,,,,H        5,91694
1003236,1,2024-02-11,202402,2024,1200,0000,,6775.02,,ice 1003236                                   1003,236             ARIN,VP,N,,,1240,,,,H        7,39548
1003236,2,2024-02-11,202402,2024,4100,0000,,0.0,,ice 1003236                                   1003,236             ARIN,VP,N,,,1240,,,,H        7,39548
1003237,1,2023-08-24,202308,2023,1200,0000,,833.87,,ice 1003237                                   1003,237             ARIN,VP,N,,,1230,2024-12-30,,,H        2,453
1003237,2,2023-08-24,202308,2023,4100,0000,,0.0,,ice 1003237                                   1003,237             ARIN,VP,N,,,1230,2024-12-30,,,H        2,453
1003238,1,2023-12-30,202312,2023,1200,0000,,8021.57,,ice 1003238                                   1003,238             ARIN,VP,N,,,1231,2030-12-31,,,H        3,26753
1003238,2,2023-12-30,202312,2023,4100,0000,,0.0,,ice 1003238                                   1003,238             ARIN,VP,N,,,1231,2030-12-31,,,H        3,26753
1003239,1,2024-04-21,202404,2024,1200,0000,,47965.35,,ice 1003239                                   1003,239             ARIN,VP,N,,,1240,,,,H        2,76120
1003239,2,2024-04-21,202404,2024,4100,0000,,0.0,,ice 1003239                                   1003,239             ARIN,VP,N,,,1240,,2021-07-18,,H        2,76120
1003240,1,2023-01-26,202301,2023,1200,0000,,288.79,,ice 1003240                                   1003,240             ARIN,VP,N,,,1230,2026-12-30,,,H        1,19050
1003240,2,2023-01-26,202301,2023,4100,0000,,0.0,,ice 1003240                                   1003,240             ARIN,VP,N,,,1230,2026-12-30,2026-05-07,,H        1,19050
1003241,1,2024-11-25,202411,2024,1200,0000,,1768.99,,ice 1003241                                   1003,241             ARIN,VP,N,,,1241,,,,H        8,22739
1003241,2,2024-11-25,202411,2024,4100,0000,,0.0,,ice 1003241                                   1003,241             ARIN,VP,N,,,1241,,2025-02-20,,H        8,22739
1003242,1,2023-12-20,202312,2023,1200,0000,,1070.83,,ice 1003242                                   1003,242             ARIN,VP,N,,,1231,2020-12-31,,,H        9,83839
1003242,2,2023-12-20,202312,2023,4100,0000,,0.0,,ice 1003242                                   1003,242             ARIN,VP,N,,,1231,2020-12-31,,,H        9,83839
1003243,1,2024-02-16,202402,2024,1200,0000,,3218.82,,ice 1003243                                   1003,243             ARIN,VP,N,,,1240,,,,H        2,19257
1003243,2,2024-02-16,202402,2024,4100,0000,,0.0,,ice 1003243                                   1003,243             ARIN,VP,N,,,1240,,,,H        2,19257
1003244,1,2023-08-28,202308,2023,1200,0000,,9536.93,,ice 1003244                                   1003,244             ARIN,VP,N,,,1230,2028-12-30,2028-03-15,,H        8,50289
1003244,2,2023-08-28,202308,2023,4100,0000,,0.0,,ice 1003244                                   1003,244             ARIN,VP,N,,,1230,2028-12-30,2028-03-17,,H        8,50289
1003245,1,2023-09-19,202309,2023,1200,0000,,1195.7,,ice 1003245                                   1003,245             ARIN,VP,N,,,1230,2019-12-30,,,H        1,48850
1003245,2,2023-09-19,202309,2023,4100,0000,,0.0,,ice 1003245                                   1003,245             ARIN,VP,N,,,1230,2019-12-30,,,H        1,48850
1003246,1,2023-09-16,202309,2023,1200,0000,,345.73,,ice 1003246                                   1003,246             ARIN,VP,N,,,1230,2016-12-30,,,H        2,75878
1003246,2,2023-09-16,202309,2023,4100,0000,,0.0,,ice 1003246                                   1003,246             ARIN,VP,N,,,1230,2016-12-30,2016-06-26,,H        2,75878
1003247,1,2023-02-19,202302,2023,1200,0000,,4725.35,,ice 1003247                                   1003,247             ARIN,VP,N,,,1230,2019-12-30,2019-12-26,,H        2,45576
1003247,2,2023-02-19,202302,2023,4100,0000,,0.0,,ice 1003247                                   1003,247             ARIN,VP,N,,,1230,2019-12-30,,,H        2,45576
1003248,1,2023-10-17,202310,2023,1200,0000,,7929.77,,ice 1003248                                   1003,248             ARIN,VP,N,,,1231,1917-12-31,1917-07-16,,H        2,17129
1003248,2,2023-10-17,202310,2023,4100,0000,,0.0,,ice 1003248                                   1003,248             ARIN,VP,N,,,1231,1917-12-31,,,H        2,17129
1003249,1,2023-03-11,202303,2023,1200,0000,,5224.48,,ice 1003249                                   1003,249             ARIN,VP,N,,,1230,2011-12-30,2011-11-28,,H        8,85697
1003249,2,2023-03-11,202303,2023,4100,0000,,0.0,,ice 1003249                                   1003,249             ARIN,VP,N,,,1230,2011-12-30,2011-06-11,,H        8,85697
1003250,1,2024-06-12,202406,2024,1200,0000,,1829.05,,ice 1003250                                   1003,250             ARIN,VP,N,,,1240,,,,H        1,7402
1003250,2,2024-06-12,202406,2024,4100,0000,,0.0,,ice 1003250                                   1003,250             ARIN,VP,N,,,1240,,,,H        1,7402
1003251,1,2024-10-13,202410,2024,1200,0000,,4007.93,,ice 1003251                                   1003,251             ARIN,VP,N,,,1241,,1913-06-25,,H        1,42777
1003251,2,2024-10-13,202410,2024,4100,0000,,0.0,,ice 1003251                                   1003,251             ARIN,VP,N,,,1241,,,,H        1,42777
1003252,1,2024-06-27,202406,2024,1200,0000,,6211.89,,ice 1003252                                   1003,252             ARIN,VP,N,,,1240,,,,H        1,12504
1003252,2,2024-06-27,202406,2024,4100,0000,,0.0,,ice 1003252                                   1003,252             ARIN,VP,N,,,1240,,,,H        1,12504
1003253,1,2023-03-31,202303,2023,1200,0000,,40952.7,,ice 1003253                                   1003,253             ARIN,VP,N,,,1230,2031-12-30,2031-10-29,,H        6,53247
1003253,2,2023-03-31,202303,2023,4100,0000,,0.0,,ice 1003253                                   1003,253             ARIN,VP,N,,,1230,2031-12-30,,,H        6,53247
1003254,1,2023-04-12,202304,2023,1200,0000,,560.66,,ice 1003254                                   1003,254             ARIN,VP,N,,,1230,2012-12-30,,,H        7,39601
1003254,2,2023-04-12,202304,2023,4100,0000,,0.0,,ice 1003254                                   1003,254             ARIN,VP,N,,,1230,2012-12-30,2012-05-22,,H        7,39601
1003255,1,2023-05-16,202305,2023,1200,0000,,7233.01,,ice 1003255                                   1003,255             ARIN,VP,N,,,1230,2016-12-30,,,H        7,91933
1003255,2,2023-05-16,202305,2023,4100,0000,,0.0,,ice 1003255                                   1003,255             ARIN,VP,N,,,1230,2016-12-30,2016-09-29,,H        7,91933
1003256,1,2024-05-18,202405,2024,1200,0000,,8765.0,,ice 1003256                                   1003,256             ARIN,VP,N,,,1240,,2018-03-22,,H        5,63330
1003256,2,2024-05-18,202405,2024,4100,0000,,0.0,,ice 1003256                                   1003,256             ARIN,VP,N,,,1240,,,,H        5,63330
1003257,1,2024-10-13,202410,2024,1200,0000,,1078.79,,ice 1003257                                   1003,257             ARIN,VP,N,,,1241,,,,H        6,73721
1003257,2,2024-10-13,202410,2024,4100,0000,,0.0,,ice 1003257                                   1003,257             ARIN,VP,N,,,1241,,,,H        6,73721
1003258,1,2024-11-30,202411,2024,1200,0000,,625.94,,ice 1003258                                   1003,258             ARIN,VP,N,,,1241,,,,H        9,91113
1003258,2,2024-11-30,202411,2024,4100,0000,,0.0,,ice 1003258                                   1003,258             ARIN,VP,N,,,1241,,,,H        9,91113
1003259,1,2024-04-21,202404,2024,1200,0000,,1169.97,,ice 1003259                                   1003,259             ARIN,VP,N,,,1240,,,,H        5,20719
1003259,2,2024-04-21,202404,2024,4100,0000,,0.0,,ice 1003259                                   1003,259             ARIN,VP,N,,,1240,,,,H        5,20719
1003260,1,2023-06-19,202306,2023,1200,0000,,336.87,,ice 1003260                                   1003,260             ARIN,VP,N,,,1230,2019-12-30,,,H        8,756
1003260,2,2023-06-19,202306,2023,4100,0000,,0.0,,ice 1003260                                   1003,260             ARIN,VP,N,,,1230,2019-12-30,,,H        8,756
1003261,1,2024-10-16,202410,2024,1200,0000,,756.94,,ice 1003261                                   1003,261             ARIN,VP,N,,,1241,,,,H        7,89295
1003261,2,2024-10-16,202410,2024,4100,0000,,0.0,,ice 1003261                                   1003,261             ARIN,VP,N,,,1241,,,,H        7,89295
1003262,1,2023-11-17,202311,2023,1200,0000,,624.53,,ice 1003262                                   1003,262             ARIN,VP,N,,,1231,2017-12-31,,,H        4,12226
1003262,2,2023-11-17,202311,2023,4100,0000,,0.0,,ice 1003262                                   1003,262             ARIN,VP,N,,,1231,2017-12-31,,,H        4,12226
1003263,1,2023-11-29,202311,2023,1200,0000,,7835.97,,ice 1003263                                   1003,263             ARIN,VP,N,,,1231,2029-12-31,,,H        9,60824
