payment_id,customer_id,payment_date,payment_amount,payment_method,check_number,bank_reference,remittance_name,invoice_reference,applied_flag,applied_date,applied_amount,unapplied_amount,payment_type,status,batch_session,batch_id,created_date,updated_date,updated_time,updated_by
501389,100481,2024-07-30,,,             RE,F262201563             Be,nson LLC,,2,1904-07-30,396.49,, 2,05,,20240730-124073,,,,
501390,100291,2023-11-09,,,             RE,F729677955             Ba,ldwin PLC,,2,1903-11-09,133.9,, 7,28,,20231109-123110,,,,
501391,100402,2024-06-26,,93,95,                       Gr,aham Ltd,,2,1904-06-26,1125.36,, 6,65,,20240626-124062,,,,
501392,100051,2024-03-18,,82,85,                       Jo,nes and Sons,,2,1904-03-18,16048.29,, 2,70,,20240318-124031,,,,
501393,100007,2024-05-29,,,,                       Ri,"ce, Contreras and Spencer",,2,1904-05-29,3998.9,, 3,45,,20240529-124052,,,,
501394,100372,2024-11-27,,83,00,                       Ly,nn Group,,0,,1668.89,, 6,60,,20241127-124112,,,,
501395,100125,2024-05-06,,,             RE,F410439906             St,evenson Ltd,,2,1904-05-06,1041.95,, 8,34,,20240506-124050,,2006-10-07,,ON
501396,100493,2024-02-16,,,             RE,F912831025             He,nderson Ltd,,2,1904-02-16,640.7,, 7,23,,20240216-124021,,,,
501397,100340,2023-04-01,,56,99,                       Sm,ith-Anderson,,0,,243.53,, 8,57,,20230401-123040,,,,ON
501398,100042,2023-08-28,,,             RE,F968294550             Wa,rren Ltd,,2,1903-08-28,0.0,, 9,15,,20230828-123082,,,,
501399,100495,2024-03-21,,,             RE,F694880636             Si,"mmons, Torres and Mathis",,2,1904-03-21,1512.47,, 2,84,,20240321-124032,,,,
501400,100075,2023-08-15,,,             RE,F585145766             Ro,driguez-Hernandez,,2,1903-08-15,6767.81,, 1,80,,20230815-123081,,,,ON
501401,100084,2024-03-10,,27,64,                       Br,"own,",,0,,693.3,, 1,54,,20240310-124031,,,,
501402,100365,2024-02-01,,,             RE,F633296969             Li,vingston-Leblanc,,2,1904-02-01,644.48,, 9,00,,20240201-124020,,,,
501403,100066,2023-10-02,,80,73,                       De,"an, Marshall and Vargas",,2,1903-10-02,45032.29,, 9,46,,20231002-123100,,,,ON
501404,100499,2024-10-06,,,             RE,F463833127             Gr,"egory, Yang and Owens",,2,1904-10-06,0.0,, 1,08,,20241006-124100,,,,ON
501405,100344,2024-03-20,,,             RE,F439871935             Bu,"rnett, Ruiz and Daniel",,2,1904-03-20,662.18,, 3,08,,20240320-124032,,,,N
501406,100011,2023-10-02,,,             RE,F810581777             Gr,"iffin, Moore and Hensley",,2,1903-10-02,561.73,, 7,49,,20231002-123100,,,,ON
501407,100381,2024-07-03,,51,06,                       Fr,"ancis, Lewis and Carter",,2,1904-07-03,7670.97,, 5,94,,20240703-124070,,2019-03-27,,
501408,100387,2023-10-18,,,             RE,F181248971             Br,"ady, Garcia and Odonnell",,2,1903-10-18,1124.01,, 3,21,,20231018-123101,,,,
501409,100125,2023-11-04,,,             RE,F468887955             St,evenson Ltd,,2,1903-11-04,362.56,, 2,40,,20231104-123110,,,,ON
501410,100157,2024-06-21,,93,10,                       Ac,osta-Lopez,,2,1904-06-21,1022.59,, 7,43,,20240621-124062,,,,
501411,100329,2023-05-22,,85,58,                       Fr,"ederick,",,2,1903-05-22,0.0,, 5,34,,20230522-123052,,,,N
501412,100060,2024-04-21,,,             RE,F127771355             Tr,ujillo PLC,,2,1904-04-21,959.98,, 3,56,,20240421-124042,,2009-09-09,,
501413,100109,2023-12-18,,,             RE,F311069315             Wa,lker-Robbins,,2,1903-12-18,20360.65,, 1,61,,20231218-123121,,,,
501414,100202,2023-06-14,,96,98,                       Gr,aves-Grimes,,2,1903-06-14,0.0,, 4,39,,20230614-123061,,,,ON
501415,100044,2023-12-30,,89,97,                       De,lgado-Gilmore,,2,1903-12-30,725.8,, 5,35,,20231230-123123,,,,
501416,100185,2024-08-14,,88,45,                       El,lis-Bartlett,,2,1904-08-14,1397.1,, 6,67,,20240814-124081,,,,
501417,100054,2024-04-15,,,             RE,F775849485             Sm,ith-Gutierrez,,2,1904-04-15,1193.29,, 3,51,,20240415-124041,,,,
501418,100229,2024-11-06,,,,                       La,ne Ltd,,2,1904-11-06,6753.8,, 3,83,,20241106-124110,,,,
501419,100234,2023-09-07,,,             RE,F738662234             MO,NTES GROUP,,2,1903-09-07,29657.75,, 2,04,,20230907-123090,,,,
501420,100063,2023-04-29,,21,40,                       Ma,xwell-Vaughn,,2,1903-04-29,1243.74,, 6,45,,20230429-123042,,,,
501421,100205,2023-07-04,,,,                       Ge,ntry Inc,,2,1903-07-04,599.83,, 8,82,,20230704-123070,,,,
501422,100095,2023-05-03,,,             RE,F607090111             Jo,hnson-Williams,,0,,6523.03,, 2,67,,20230503-123050,,,,
501423,100385,2023-02-10,,,,                       Pa,dilla Inc,,2,1903-02-10,662.89,, 6,94,,20230210-123021,,,,
501424,100243,2023-09-05,,42,70,                       OR,"OZCO, FLORES AND WEAVER",,2,1903-09-05,249.22,, 9,63,,20230905-123090,,,,
501425,100408,2024-09-27,,,             RE,F605858310             Br,own-Velasquez,,2,1904-09-27,1515.5,, 3,35,,20240927-124092,,,,
501426,100002,2023-12-06,,37,60,                       Ed,"wards, Rios and Foster",,2,1903-12-06,525.46,, 7,44,,20231206-123120,,,,N
501427,100027,2024-10-04,,22,81,                       Wi,"lliams, Roberts and Edwards",,0,,412.3,, 2,95,,20241004-124100,,,,
501428,100438,2023-05-24,,36,42,                       Ve,"lasquez, Harris and Roberts",,2,1903-05-24,748.99,, 5,90,,20230524-123052,,,,
501429,100185,2024-12-17,,,             RE,F688909384             El,lis-Bartlett,,0,,425.63,, 2,60,,20241217-124121,,,,
501430,100402,2024-11-26,,,,                       GR,AHAM LTD,,2,1904-11-26,7581.27,, 8,38,,20241126-124112,,,,
501431,100253,2024-09-05,,,             RE,F763883312             In,"gram, Green and Stewart",,2,1904-09-05,3913.91,, 6,96,,20240905-124090,,,,
501432,100309,2024-06-05,,,             RE,F466093794             Be,nton Ltd,,2,1904-06-05,0.0,, 5,55,,20240605-124060,,,,ON
501433,100458,2023-07-06,,,,                       Mi,"ller, Aguirre and Scott",,2,1903-07-06,6871.13,, 8,85,,20230706-123070,,,,ON
501434,100187,2023-06-08,,,             RE,F154171510             Fr,azier Inc,,2,1903-06-08,1001.77,, 9,64,,20230608-123060,,,,ON
501435,100317,2024-03-05,,58,51,                       Th,ompson-Morales,,2,1904-03-05,8338.16,, 1,20,,20240305-124030,,,,
501436,100463,2023-05-15,,13,60,                       Wi,lkerson-Rios,,2,1903-05-15,39996.45,, 1,68,,20230515-123051,,,,N
501437,100317,2024-03-22,,55,34,                       Th,ompson-Morales,,0,,0.0,, 2,41,,20240322-124032,,,,
501438,100066,2024-04-08,,,             RE,F657952820             De,"an, Marshall and Vargas",,0,,46009.71,, 6,46,,20240408-124040,,,,N
501439,100434,2024-03-03,,38,17,                       Go,nzalez and Sons,,2,1904-03-03,592.48,, 6,44,,20240303-124030,,,,
501440,100265,2024-08-30,,11,44,                       Me,jia-Villanueva,,0,,3748.29,, 1,33,,20240830-124083,,,,
501441,100323,2024-10-01,,94,39,                       On,"eal, Lucas and Campos",,2,1904-10-01,324.41,, 8,73,,20241001-124100,,,,
501442,100160,2024-12-07,,13,09,                       Ph,elps and Sons,,2,1904-12-07,7518.58,, 8,64,,20241207-124120,,,,
501443,100327,2024-11-16,,64,43,                       Ra,mirez Inc,,2,1904-11-16,5289.55,, 1,11,,20241116-124111,,2012-11-03,,
501444,100363,2024-11-23,,43,58,                       Ga,rcia-Rivas,,2,1904-11-23,0.0,, 7,14,,20241123-124112,,,,
501445,100360,2023-07-02,,,             RE,F268325375             Ba,"rrera, Howell and Riggs",,2,1903-07-02,473.37,, 2,04,,20230702-123070,,,,
501446,100047,2024-04-29,,42,62,                       Mi,chael Inc,,2,1904-04-29,1337.52,, 9,62,,20240429-124042,,,,
501447,100023,2024-10-24,,87,54,                       Ri,vas-Scott,,2,1904-10-24,1780.16,, 9,46,,20241024-124102,,,,ON
501448,100303,2024-01-04,,96,70,                       Ma,nning and Sons,,2,1904-01-04,8050.26,, 7,02,,20240104-124010,,,,
501449,100167,2023-05-28,,,             RE,F369816194             Ib,arra Inc,,2,1903-05-28,527.89,, 2,43,,20230528-123052,,,,
501450,100431,2023-12-12,,,             RE,F899559772             Da,"y, Khan and Aguilar",,2,1903-12-12,1424.75,, 6,50,,20231212-123121,,,,
501451,100356,2023-07-24,,,             RE,F163566328             Wa,"gner, Hull and Ingram",,2,1903-07-24,0.0,, 5,44,,20230724-123072,,,,
501452,100077,2024-03-14,,,             RE,F217299957             Ma,rtin-Kline,,2,1904-03-14,572.5,, 8,20,,20240314-124031,,,,ON
501453,100350,2023-05-20,,74,36,                       Re,"ynolds,",,2,1903-05-20,47765.95,, 5,63,,20230520-123052,,,,ON
501454,100384,2024-03-29,,,             RE,F809606788             Sp,"arks, Spencer and Garcia",,2,1904-03-29,6791.19,, 8,38,,20240329-124032,,,,
501455,100402,2024-03-28,,,             RE,F896039986             Gr,aham Ltd,,2,1904-03-28,2796.14,, 6,61,,20240328-124032,,,,
501456,100226,2024-07-19,,,             RE,F188722069             Ca,brera-Dean,,2,1904-07-19,1935.08,, 2,37,,20240719-124071,,,,ON
501457,100290,2024-04-19,,,             RE,F110485062             Ga,tes-Cook,,0,,0.0,, 5,05,,20240419-124041,,,,
501458,100458,2024-01-06,,,             RE,F173750548             Mi,"ller, Aguirre and Scott",,2,1904-01-06,21120.07,, 3,44,,20240106-124010,,,,
501459,100254,2024-11-14,,80,02,                       Jo,hnson Inc,,2,1904-11-14,998.94,, 6,53,,20241114-124111,,,,
501460,100429,2023-05-28,,,             RE,F337867273             Jo,hnson-Russell,,0,,0.0,, 1,11,,20230528-123052,,,,
501461,100489,2023-12-01,,,             RE,F621893068             Fi,tzgerald Inc,,2,1903-12-01,0.0,, 9,55,,20231201-123120,,,,
501462,100060,2024-04-20,,13,65,                       Tr,ujillo PLC,,2,1904-04-20,1767.6,, 6,06,,20240420-124042,,,,
501463,100099,2024-09-24,,82,85,                       AN,DREWS-GREEN,,2,1904-09-24,0.0,, 5,26,,20240924-124092,,,,N
501464,100389,2023-05-01,,69,88,                       Fl,ores-Estrada,,2,1903-05-01,9197.03,, 2,48,,20230501-123050,,,,N
501465,100091,2024-10-19,,,             RE,F329488215             Th,"omas, Byrd and Sloan",,2,1904-10-19,33700.1,, 4,06,,20241019-124101,,,,
501466,100122,2024-02-27,,,             RE,F315722076             St,ein-Moore,,2,1904-02-27,9012.19,, 4,22,,20240227-124022,,,,ON
501467,100368,2024-12-19,,,             RE,F119537429             Di,"az, Waters and Ryan",,2,1904-12-19,389.11,, 1,11,,20241219-124121,,,,
501468,100350,2023-12-28,,37,70,                       Re,"ynolds, Watts and Bass",,2,1903-12-28,30886.9,, 1,24,,20231228-123122,,,,N
501469,100282,2023-07-17,,85,24,                       Wa,"rd, Scott and Rodriguez",,0,,17905.2,, 9,87,,20230717-123071,,,,N
501470,100336,2023-08-25,,,             RE,F243367731             Br,own PLC,,2,1903-08-25,9730.1,, 5,67,,20230825-123082,,,,ON
501471,100058,2023-09-10,,,,                       Ha,rper-Carr,,2,1903-09-10,0.0,, 4,10,,20230910-123091,,,,
501472,100298,2024-12-14,,,,                       Or,tiz-Smith,,2,1904-12-14,1886.67,, 3,59,,20241214-124121,,,,
501473,100189,2023-12-26,,,,                       Ge,"orge, Bautista and Stevenson",,2,1903-12-26,6394.99,, 9,11,,20231226-123122,,,,
501474,100188,2023-12-08,,,             RE,F943822237             Bi,rd-Garcia,,2,1903-12-08,855.73,, 7,73,,20231208-123120,,,,N
501475,100372,2024-04-20,,30,36,                       Ly,nn,,2,1904-04-20,275.85,, 2,47,,20240420-124042,,,,
501476,100135,2024-04-11,,,             RE,F535145834             Co,"le, Allen and Thompson",,0,,982.63,, 7,38,,20240411-124041,,,,N
501477,100384,2023-06-17,,,             RE,F945721694             Sp,"arks, Spencer and Garcia",,2,1903-06-17,42275.34,, 8,08,,20230617-123061,,,,N
501478,100062,2023-06-24,,,             RE,F383709756             St,one Group,,2,1903-06-24,0.0,, 6,49,,20230624-123062,,2006-08-14,,
501479,100031,2024-10-01,,20,95,                       Wr,ight Group,,2,1904-10-01,761.85,, 4,34,,20241001-124100,,,,
501480,100266,2024-08-17,,60,80,                       Ho,"lmes, Rodriguez and Drake",,0,,2240.41,, 7,99,,20240817-124081,,,,N
501481,100024,2024-11-09,,,             RE,F103445634             Ho,"rton, Fernandez and Matthews",,0,,885.76,, 7,99,,20241109-124110,,,,
501482,100247,2024-05-28,,,             RE,F506065609             Cu,nningham PLC,,2,1904-05-28,565.12,, 3,55,,20240528-124052,,,,N
501483,100140,2023-04-28,,,             RE,F149075182             Ne,"wman, Carter and Brown",,2,1903-04-28,297.32,, 1,41,,20230428-123042,,2009-09-01,,
501484,100045,2024-04-03,,,             RE,F364701459             Pr,"ince, Wilcox and Robertson",,0,,9661.54,, 8,99,,20240403-124040,,,,
501485,100266,2023-12-30,,,             RE,F692945669             Ho,"lmes, Rodriguez and Drake",,0,,5845.61,, 2,71,,20231230-123123,,,,
501486,100418,2023-12-10,,96,91,                       Co,"oper, Pena and Dominguez",,2,1903-12-10,199.27,, 1,59,,20231210-123121,,,,ON
501487,100244,2023-06-26,,,             RE,F593453066             Pi,neda-Kent,,2,1903-06-26,732.65,, 5,81,,20230626-123062,,2016-06-24,,N
501488,100441,2023-09-27,,29,72,                       Ho,od Ltd,,0,,0.0,, 4,89,,20230927-123092,,,,ON
501489,100201,2023-04-05,,,             RE,F248198226             Th,"omas, Harris and Soto",,2,1903-04-05,0.0,, 1,39,,20230405-123040,,,,
501490,100423,2024-11-20,,,             RE,F808623857             Jo,hnston Ltd,,2,1904-11-20,0.0,, 9,49,,20241120-124112,,,,ON
501491,100069,2024-02-07,,14,74,                       Sa,"nchez, Phillips and Jenkins",,2,1904-02-07,369.57,, 3,07,,20240207-124020,,,,ON
501492,100199,2023-08-13,,,             RE,F469650707             Ev,ans-Martinez,,2,1903-08-13,1822.72,, 4,63,,20230813-123081,,,,
501493,100390,2023-10-30,,,,                       Tr,"an, Walker and Sharp",,2,1903-10-30,7292.58,, 6,86,,20231030-123103,,,,
501494,100105,2024-12-03,,,             RE,F710787205             Ag,"uirre, Cohen and Mitchell",,2,1904-12-03,1280.6,, 4,80,,20241203-124120,,,,
501495,100387,2023-11-12,,,             RE,F446131484             Br,"ady,",,2,1903-11-12,610.75,, 9,95,,20231112-123111,,2010-01-05,,
501496,100093,2024-07-02,,,             RE,F611089193             Jo,"hnson, Perkins and Sullivan",,2,1904-07-02,670.38,, 2,31,,20240702-124070,,,,ON
501497,100116,2024-10-05,,,,                       Br,"ooks, Christian and Henry",,0,,464.53,, 8,76,,20241005-124100,,,,N
501498,100214,2024-11-19,,69,91,                       Es,"pinoza, Rose and Frank",,2,1904-11-19,8082.17,, 1,22,,20241119-124111,,,,N
501499,100060,2024-10-30,,38,35,                       Tr,ujillo PLC,,2,1904-10-30,1452.02,, 9,66,,20241030-124103,,,,
501500,100202,2024-06-05,,,             RE,F527294417             Gr,aves-Grimes,,2,1904-06-05,0.0,, 7,46,,20240605-124060,,,,
501501,100152,2023-04-29,,,,                       Bu,rton,,2,1903-04-29,559.41,, 4,94,,20230429-123042,,,,
501502,100450,2023-11-04,,32,68,                       Fe,rguson LLC,,2,1903-11-04,8729.12,, 8,56,,20231104-123110,,,,
501503,100310,2023-03-20,,,             RE,F611756627             Ma,"ddox, Perez and Watkins",,2,1903-03-20,0.0,, 2,77,,20230320-123032,,,,
501504,100151,2024-10-13,,,             RE,F624535092             Ga,rcia-Leonard,,0,,30793.43,, 2,34,,20241013-124101,,,,N
501505,100354,2023-07-17,,12,57,                       Un,derwood-Glover,,2,1903-07-17,462.96,, 9,20,,20230717-123071,,,,
501506,100319,2024-07-02,,,             RE,F249341548             Gi,"llespie, Reid and Watkins",,2,1904-07-02,779.91,, 4,94,,20240702-124070,,,,
501507,100372,2024-07-11,,55,42,                       Ly,nn Group,,2,1904-07-11,307.03,, 2,55,,20240711-124071,,,,
501508,100329,2023-07-05,,87,40,                       Fr,"ederick, Chavez and Carter",,2,1903-07-05,6777.8,, 9,17,,20230705-123070,,,,
501509,100486,2023-06-12,,50,18,                       Co,oper-Mcpherson,,0,,1349.97,, 6,74,,20230612-123061,,2020-04-22,,ON
501510,100082,2023-05-03,,82,37,                       Co,nley Ltd,,2,1903-05-03,11953.71,, 8,14,,20230503-123050,,,,
501511,100375,2024-08-06,,,             RE,F122608007             Mi,tchell-Meyer,,2,1904-08-06,10624.36,, 8,15,,20240806-124080,,,,
501512,100192,2024-10-26,,,             RE,F117291168             Sa,nders-Willis,,0,,775.09,, 3,38,,20241026-124102,,,,
501513,100131,2024-01-02,,,             RE,F343578906             Ch,"avez, Carney and Hammond",,2,1904-01-02,5806.5,, 9,52,,20240102-124010,,,,ON
501514,100327,2023-03-28,,29,35,                       Ra,mirez Inc,,2,1903-03-28,6561.56,, 5,06,,20230328-123032,,,,ON
501515,100269,2024-11-27,,,             RE,F365077367             Wi,"lcox, Matthews and Walters",,2,1904-11-27,343.58,, 7,03,,20241127-124112,,,,
501516,100369,2024-07-30,,,             RE,F404956663             Mo,"ran, King and Costa",,2,1904-07-30,233.13,, 2,51,,20240730-124073,,,,
501517,100484,2024-01-05,,,,                       Mo,ore LLC,,2,1904-01-05,3446.21,, 6,65,,20240105-124010,,,,
501518,100369,2024-06-27,,,             RE,F787673014             MO,"RAN, KING AND COSTA",,2,1904-06-27,380.71,, 3,18,,20240627-124062,,,,
501519,100391,2024-06-09,,,,                       Ta,ylor-Green,,2,1904-06-09,1242.27,, 6,29,,20240609-124060,,,,N
501520,100262,2024-01-06,,,             RE,F929353483             Mc,carthy-Thompson,,2,1904-01-06,884.52,, 4,45,,20240106-124010,,,,
501521,100340,2024-12-13,,,             RE,F340739261             Sm,ith-Anderson,,2,1904-12-13,547.1,, 2,85,,20241213-124121,,,,
501522,100356,2024-01-24,,,             RE,F501831528             Wa,"gner, Hull and Ingram",,0,,1965.47,, 3,81,,20240124-124012,,,,
501523,100308,2023-08-20,,,,                       Va,zquez Group,,0,,6453.96,, 1,48,,20230820-123082,,,,
501524,100354,2024-12-03,,,             RE,F391476939             Un,derwood-Glover,,0,,1965.62,, 1,09,,20241203-124120,,,,
501525,100152,2024-04-13,,64,61,                       Bu,rton PLC,,2,1904-04-13,747.43,, 2,94,,20240413-124041,,,,
501526,100102,2024-06-01,,,,                       FR,"EDERICK, SCOTT AND SMITH",,2,1904-06-01,579.71,, 8,90,,20240601-124060,,,,
501527,100134,2024-02-13,,,,                       Gr,"egory,",,2,1904-02-13,7774.88,, 1,31,,20240213-124021,,,,N
501528,100466,2024-12-20,,,             RE,F649156586             Bl,ackburn-Williams,,2,1904-12-20,10342.88,, 4,17,,20241220-124122,,,,
501529,100176,2024-01-18,,,             RE,F562299025             Da,"vis, Castillo and Morton",,2,1904-01-18,352.95,, 1,10,,20240118-124011,,,,N
501530,100002,2024-12-05,,,             RE,F810989088             Ed,"wards, Rios and Foster",,2,1904-12-05,283.59,, 9,13,,20241205-124120,,,,
501531,100154,2024-08-09,,,             RE,F411258324             Br,"ooks, Fry and Stewart",,2,1904-08-09,0.0,, 4,31,,20240809-124080,,,,ON
501532,100054,2024-03-31,,,             RE,F729801947             Sm,ith-Gutierrez,,2,1904-03-31,844.83,, 1,74,,20240331-124033,,,,
501533,100287,2023-06-17,,29,84,                       Pe,"ters, Collins and Leblanc",,2,1903-06-17,1574.14,, 7,57,,20230617-123061,,,,
501534,100174,2024-06-16,,,             RE,F532271379             Ho,"ward, Thompson and Tate",,2,1904-06-16,0.0,, 9,97,,20240616-124061,,,,
501535,100168,2024-09-13,,,,                       Ri,"chard, Hall and Evans",,0,,1552.78,, 4,16,,20240913-124091,,,,
501536,100314,2024-08-30,,,             RE,F976842049             Fa,"ulkner, Powers and Carrillo",,0,,518.7,, 7,74,,20240830-124083,,,,
501537,100405,2023-03-31,,,             RE,F306590176             Mc,"clure, Ramirez and Brown",,2,1903-03-31,0.0,, 6,68,,20230331-123033,,,,
501538,100105,2024-08-21,,,,                       Ag,"uirre, Cohen and Mitchell",,0,,202.24,, 9,65,,20240821-124082,,,,
501539,100179,2024-12-10,,,,                       We,lch LLC,,2,1904-12-10,0.0,, 6,37,,20241210-124121,,,,
501540,100481,2023-04-29,,,             RE,F898653883             Be,nson LLC,,2,1903-04-29,1887.64,, 6,77,,20230429-123042,,,,ON
501541,100176,2024-05-23,,32,00,                       Da,"vis, Castillo and Morton",,2,1904-05-23,475.9,, 6,61,,20240523-124052,,,,
501542,100163,2023-03-24,,80,86,                       Wi,lliams-Smith,,2,1903-03-24,3645.22,, 3,58,,20230324-123032,,,,ON
501543,100262,2023-01-14,,,             RE,F422180790             Mc,carthy-Thompson,,0,,747.93,, 4,68,,20230114-123011,,,,
501544,100247,2024-03-21,,,             RE,F494203125             Cu,nningham PLC,,2,1904-03-21,500.61,, 5,16,,20240321-124032,,,,ON
501545,100419,2024-11-09,,,             RE,F469930254             Wo,od-Owens,,2,1904-11-09,276.7,, 2,90,,20241109-124110,,,,
501546,100386,2024-10-16,,,             RE,F134394339             Tu,"cker, Mcdonald and Sloan",,2,1904-10-16,5690.72,, 1,97,,20241016-124101,,,,
501547,100225,2024-02-14,,91,70,                       Le,e Inc,,0,,4435.78,, 7,45,,20240214-124021,,,,
501548,100433,2024-07-22,,,             RE,F599391588             Ha,"yes, Riley and Gordon",,2,1904-07-22,621.3,, 7,28,,20240722-124072,,,,
501549,100379,2023-05-12,,,             RE,F435592798             Th,ompson Inc,,2,1903-05-12,2345.98,, 5,16,,20230512-123051,,,,
501550,100374,2023-06-07,,,             RE,F132366631             Mo,"rgan, Rogers and Yang",,2,1903-06-07,0.0,, 7,01,,20230607-123060,,,,
501551,100445,2023-10-20,,,             RE,F775721496             WR,"IGHT, SCHWARTZ AND BELL",,2,1903-10-20,1091.92,, 7,43,,20231020-123102,,,,
501552,100035,2023-07-23,,,             RE,F402255618             Th,"ompson,",,2,1903-07-23,297.25,, 3,59,,20230723-123072,,,,N
501553,100316,2024-12-13,,,,                       Gr,egory-Johnson,,2,1904-12-13,8808.51,, 4,41,,20241213-124121,,,,N
501554,100067,2023-09-25,,65,26,                       Br,"adley, Graham and Brandt",,2,1903-09-25,211.49,, 1,80,,20230925-123092,,,,ON
501555,100050,2023-12-10,,,             RE,F860760541             La,ng Ltd,,2,1903-12-10,7775.84,, 6,42,,20231210-123121,,,,ON
501556,100171,2024-11-17,,90,50,                       Ch,apman-Henry,,2,1904-11-17,585.62,, 3,48,,20241117-124111,,,,
501557,100293,2024-02-02,,31,17,                       Ki,"ng, Mosley and Johnson",,2,1904-02-02,1055.67,, 1,50,,20240202-124020,,,,
501558,100110,2024-01-27,,,             RE,F272865805             Wa,gner-Sandoval,,2,1904-01-27,9574.25,, 9,67,,20240127-124012,,,,N
501559,100022,2023-12-26,,76,50,                       La,ndry-Huerta,,2,1903-12-26,840.97,, 9,07,,20231226-123122,,,,
501560,100325,2024-12-09,,,,                       My,ers Ltd,,2,1904-12-09,2011.98,, 1,11,,20241209-124120,,,,N
501561,100048,2023-03-26,,32,11,                       Al,len Inc,,0,,2040.88,, 9,58,,20230326-123032,,2020-01-14,,
501562,100105,2023-08-05,,,             RE,F788430017             Ag,"uirre, Cohen and Mitchell",,2,1903-08-05,1892.72,, 4,66,,20230805-123080,,,,
501563,100234,2024-09-28,,63,68,                       Mo,ntes Group,,2,1904-09-28,30923.52,, 3,24,,20240928-124092,,,,
501564,100063,2024-02-08,,,             RE,F501369556             Ma,xwell-Vaughn,,2,1904-02-08,8644.9,, 8,35,,20240208-124020,,,,
501565,100204,2024-03-03,,,             RE,F332239813             Ja,ckson-Booker,,2,1904-03-03,10214.26,, 2,50,,20240303-124030,,2011-04-04,,
501566,100071,2024-10-30,,24,27,                       Ro,gers LLC,,2,1904-10-30,0.0,, 6,92,,20241030-124103,,,,
501567,100339,2023-11-06,,88,64,                       Ev,ans-Pearson,,2,1903-11-06,859.02,, 9,16,,20231106-123110,,,,N
501568,100425,2024-06-11,,,             RE,F402849403             Wh,ite-Beasley,,2,1904-06-11,1500.38,, 3,19,,20240611-124061,,,,
501569,100246,2023-07-19,,,             RE,F841210923             Jo,nes Group,,2,1903-07-19,9590.32,, 8,45,,20230719-123071,,,,
501570,100156,2024-01-05,,95,36,                       Go,nzalez-Perry,,2,1904-01-05,1233.26,, 8,03,,20240105-124010,,,,
501571,100427,2024-01-20,,75,38,                       Wa,lton Group,,2,1904-01-20,1012.6,, 6,58,,20240120-124012,,,,N
501572,100336,2024-03-05,,,             RE,F164881309             Br,own PLC,,2,1904-03-05,8938.66,, 8,55,,20240305-124030,,,,
501573,100466,2024-07-03,,,             RE,F362463786             Bl,ackburn-Williams,,2,1904-07-03,4714.36,, 1,76,,20240703-124070,,,,
501574,100027,2024-02-10,,,             RE,F197665080             Wi,"lliams, Roberts and Edwards",,2,1904-02-10,1046.53,, 2,08,,20240210-124021,,,,ON
501575,100111,2024-02-16,,,             RE,F803097671             Wr,"ight, Scott and Evans",,2,1904-02-16,0.0,, 4,34,,20240216-124021,,,,
501576,100302,2024-06-15,,,             RE,F641093614             Ro,driguez-Pearson,,2,1904-06-15,375.71,, 2,74,,20240615-124061,,,,
501577,100234,2024-11-20,,,             RE,F114048392             Mo,ntes Group,,2,1904-11-20,11024.28,, 6,76,,20241120-124112,,,,
501578,100299,2024-04-09,,87,75,                       Ha,rrison Inc,,2,1904-04-09,0.0,, 2,97,,20240409-124040,,,,
501579,100112,2023-04-22,,60,24,                       Jo,"hnston, Davis and Reynolds",,2,1903-04-22,1499.18,, 8,73,,20230422-123042,,,,N
501580,100333,2023-10-08,,,             RE,F553178590             Re,"yes, Foster and Williams",,2,1903-10-08,0.0,, 4,82,,20231008-123100,,,,
501581,100365,2023-11-20,,,             RE,F779481251             Li,vingston-Leblanc,,2,1903-11-20,1964.06,, 8,83,,20231120-123112,,,,
501582,100330,2024-07-24,,78,30,                       Ma,son Inc,,0,,1369.63,, 8,61,,20240724-124072,,,,
501583,100192,2024-12-30,,,             RE,F105691172             Sa,nders-Willis,,2,1904-12-30,1732.51,, 7,78,,20241230-124123,,1906-01-29,,
501584,100306,2024-03-22,,,             RE,F492634498             Ma,"rks, Hartman and Rodriguez",,0,,1123.21,, 9,86,,20240322-124032,,,,
501585,100165,2024-12-27,,,,                       Ad,"ams, Hernandez and Vaughn",,2,1904-12-27,1685.57,, 8,19,,20241227-124122,,,,
501586,100445,2024-04-11,,94,49,                       Wr,"ight,",,2,1904-04-11,1889.07,, 1,63,,20240411-124041,,,,
501587,100176,2023-07-19,,,             RE,F300868565             Da,"vis, Castillo and Morton",,2,1903-07-19,349.06,, 1,57,,20230719-123071,,,,
501588,100304,2024-03-15,,,             RE,F934758850             Kn,"ight, Blackwell and Huerta",,2,1904-03-15,166.06,, 5,65,,20240315-124031,,,,
501589,100427,2024-09-20,,42,77,                       Wa,lton Group,,2,1904-09-20,1183.7,, 5,51,,20240920-124092,,,,ON
501590,100295,2023-11-01,,79,53,                       Fi,elds Group,,2,1903-11-01,643.88,, 3,49,,20231101-123110,,2022-01-04,,ON
501591,100097,2024-10-16,,,             RE,F875825387             Or,tiz-Rodriguez,,2,1904-10-16,485.45,, 8,60,,20241016-124101,,,,ON
501592,100001,2024-06-01,,,             RE,F598177782             Ca,lderon-Montgomery,,2,1904-06-01,4050.69,, 6,12,,20240601-124060,,,,
