invoice_number,customer_id,invoice_date,due_date,ship_date,po_number,reference1,reference2,invoice_amount,tax_amount,freight_amount,discount_amount,amount_paid,current_balance,status,hold_flag,dispute_flag,dispute_reason,payment_terms,document_type,division,gl_account,gl_post_date,gl_posted_flag,created_date,updated_date,updated_time,updated_by,batch_session
1002524,100385,2024-01-01,2024-01-31,2023-12-29,PO-41929,grow virtual portals,,237.01,21.76,81.18,0.0,,,00,1,1,200,,, 12,40101Y1240,,6,,,, 260887,
1002525,100459,2023-06-06,2023-07-06,2023-06-04,,redefine rich relationships,,5312.46,431.41,0.0,0.0,,,00,1,1,200,,, 12,30606Y1230,,8,,,, 929456,
1002526,100065,2023-03-28,2023-05-12,2023-03-27,PO-57879,incentivize clicks-and-mortar,,45254.58,2179.48,0.0,,,,00,1,1,200,,, 12,30328Y1230,,1,,,, 686379,
1002527,100343,2023-07-10,2023-07-25,2023-07-09,PO-54433,visualize intuitive deliverabl,,382.28,33.36,46.25,,,,00,1,1,200,,, 12,30710Y1230,2010-12-31,1,,,, 512301,
1002528,100372,2024-10-06,2024-11-05,2024-10-02,,reinvent web-enabled markets,,1660.64,92.55,0.0,0.0,,,00,1,1,200,,, 12,41006Y1241,,1,,,, 661108,
1002529,100370,2024-10-10,2024-10-25,2024-10-07,PO-10642,leverage back-end vortals,,1272.75,1.98,66.26,,,,00,1,1,200,,, 12,41010Y1241,,2,,,, 728411,
1002530,100382,2023-01-19,2023-02-18,2023-01-15,PO-86440,deliver e-business channels,,313.6,20.74,0.0,,,,00,1,1,200,,, 12,30119Y1230,2019-12-30,7,,,, 479706,
1002531,100173,2024-10-21,2024-11-20,2024-10-16,PO-61043,incentivize compelling users,,2135.29,178.03,0.0,,,,00,1,1,200,,, 12,41021Y1241,,2,,,, 107432,
1002532,100025,2023-10-08,2023-11-07,2023-10-04,,leverage extensible e-tailers,,35006.41,2743.7,11.11,,,,00,1,1,200,,, 12,31008Y1231,,9,,,, 987187,
1002533,100313,2024-04-09,2024-05-24,2024-04-08,PO-10158,redefine real-time functionali,,25685.29,1443.12,96.79,0.0,,,00,1,1,200,,, 12,40409Y1240,,7,,,, 805257,
1002534,100393,2024-06-21,2024-07-21,2024-06-17,PO-91853,benchmark integrated initiativ,,1200.87,16.8,53.09,,,,00,1,1,200,,, 12,40621Y1240,,1,,,, 901281,
1002535,100363,2024-09-23,2024-10-23,2024-09-21,,whiteboard transparent action-,,717.94,63.87,56.07,,,,00,1,1,200,,, 12,40923Y1240,,2,,,, 177150,
1002536,100032,2024-03-19,2024-04-03,2024-03-17,PO-64092,matrix B2B partnerships,,337.33,8.85,0.0,0.0,,,00,1,1,200,,, 12,40319Y1240,,8,,,, 432409,
1002537,100386,2024-11-28,2025-01-12,2024-11-27,PO-79508,whiteboard robust architecture,,4770.92,289.07,0.0,0.0,,,00,1,1,200,,, 12,41128Y1241,,2,,,, 242829,
1002538,100465,2024-09-12,2024-10-12,2024-09-08,,empower visionary infrastructu,,225.74,9.27,52.63,0.0,,,00,1,1,200,,, 12,40912Y1240,,0,,,, 757853,
1002539,100382,2023-03-20,2023-04-19,2023-03-19,PO-67194,leverage turn-key synergies,,301.01,0.87,0.0,,,,00,1,1,200,,, 12,30320Y1230,2020-12-30,6,,,, 350332,
1002540,100225,2023-03-01,2023-03-31,2023-02-25,PO-66956,integrate clicks-and-mortar po,,5560.69,176.2,0.0,,,,00,1,1,200,,, 12,30301Y1230,,7,,,, 115676,
1002541,100444,2024-12-18,2025-01-17,2024-12-17,PO-39899,leverage next-generation minds,,3194.36,71.98,0.0,0.0,,,00,1,1,200,,, 12,41218Y1241,,2,,,, 288413,
1002542,100184,2023-03-24,2023-04-23,2023-03-23,,reinvent leading-edge schemas,,451.84,40.65,0.0,0.0,,,00,1,1,200,,, 12,30324Y1230,2024-12-31,2,,,, 352077,
1002543,100245,2024-06-29,2024-07-29,2024-06-27,PO-51028,re-intermediate distributed ey,,624.86,37.8,0.0,,,,00,1,1,200,,, 12,40629Y1240,,9,,,, 744770,
1002544,100221,2024-03-27,2024-04-11,2024-03-25,PO-92548,engineer enterprise e-business,,1570.9,40.55,0.0,,,,00,1,1,200,,, 12,40327Y1240,,9,,,, 903989,
1002545,100375,2024-12-05,2025-01-19,2024-12-04,,deliver back-end communities,,7566.81,329.16,0.0,0.0,,,00,1,1,200,,, 12,41205Y1241,,2,,,, 331511,
1002546,100024,2023-02-19,2023-03-06,2023-02-15,,evolve efficient niches,,966.95,2.35,2.45,,,,00,1,1,200,,, 12,30219Y1230,2019-12-30,5,,,, 432675,
1002547,100374,2024-04-13,2024-04-28,2024-04-09,PO-31875,enhance holistic communities,,825.9,55.73,5.58,,,,00,1,1,200,,, 12,40413Y1240,,6,,,, 656423,
1002548,100254,2024-10-31,2024-11-30,2024-10-28,PO-40851,optimize synergistic applicati,,1872.33,9.76,57.71,,,,00,1,1,200,,, 12,41031Y1241,,1,,,, 276474,
1002549,100061,2024-11-07,2024-11-22,2024-11-05,,harness real-time bandwidth,,942.42,83.53,39.53,,,,00,1,1,200,,, 12,41107Y1241,,2,2092-12-05,,, 411381,
1002550,100039,2024-05-24,2024-06-23,2024-05-19,PO-74186,architect holistic metrics,,29083.43,19.53,0.0,,,,00,1,1,200,,, 12,40524Y1240,,9,,,, 906944,
1002551,100122,2023-01-21,2023-03-07,2023-01-18,PO-18840,harness rich info-mediaries,,7493.36,726.98,19.56,0.0,,,00,1,1,200,,, 12,30121Y1230,,3,,,, 774757,
1002552,100433,2024-03-14,2024-04-13,2024-03-13,PO-38386,incubate best-of-breed archite,,462.89,33.32,0.0,,,,00,1,1,200,,, 12,40314Y1240,,7,,,, 578202,
1002553,100006,2023-08-16,2023-08-31,2023-08-12,PO-23641,whiteboard mission-critical pa,,593.15,31.3,0.0,,,,00,1,1,200,,, 12,30816Y1230,,2,,,, 268100,
1002554,100195,2023-07-18,2023-09-01,2023-07-17,PO-57381,innovate sticky vortals,,9532.67,278.03,20.53,,,,00,1,1,200,,, 12,30718Y1230,2018-12-30,7,,,, 361352,
1002555,100016,2024-09-10,2024-10-10,2024-09-05,,maximize leading-edge action-i,,7688.04,390.68,0.0,0.0,,,00,1,1,200,,, 12,40910Y1240,,0,,,, 334012,
1002556,100482,2024-06-25,2024-07-25,2024-06-23,,cultivate global deliverables,,1709.41,29.28,0.0,0.0,,,00,1,1,200,,, 12,40625Y1240,,8,,,, 562817,
1002557,100123,2023-10-27,2023-11-11,2023-10-25,,whiteboard integrated e-commer,,1489.28,146.19,29.06,,,,00,1,1,200,,, 12,31027Y1231,,8,,,, 106903,
1002558,100033,2023-11-02,2023-11-17,2023-10-29,,seize extensible methodologies,,1310.93,110.77,0.0,,,,00,1,1,200,,, 12,31102Y1231,,5,,,, 172723,
1002559,100232,2023-01-13,2023-01-28,2023-01-11,PO-52761,synthesize world-class infrast,,713.69,11.43,0.0,,,,00,1,1,200,,, 12,30113Y1230,,8,,,, 264637,
1002560,100334,2023-03-06,2023-04-05,2023-03-05,,envisioneer end-to-end archite,,758.23,24.81,0.0,,,,00,1,1,200,,, 12,30306Y1230,2006-12-30,6,,,, 748484,
1002561,100164,2023-08-15,2023-09-29,2023-08-13,PO-69217,visualize front-end platforms,,7197.72,553.2,12.88,0.0,,,00,1,1,200,,, 12,30815Y1230,,5,,,, 352315,
1002562,100173,2023-04-06,2023-05-06,2023-04-04,PO-99496,empower cross-media applicatio,,1344.58,100.28,0.0,,,,00,1,1,200,,, 12,30406Y1230,2006-12-31,0,,,, 959071,
1002563,100342,2024-12-18,2025-02-01,2024-12-16,PO-66982,expedite bleeding-edge vortals,,3471.92,345.72,0.0,0.0,,,00,1,1,200,,, 12,41218Y1241,,2,,,, 248421,
1002564,100450,2023-04-25,2023-05-25,2023-04-21,PO-65872,empower interactive info-media,,9610.32,28.96,0.0,0.0,,,00,1,1,200,,, 12,30425Y1230,,8,,,, 504233,
1002565,100444,2024-11-21,2024-12-21,2024-11-20,,facilitate robust systems,,6023.37,437.83,0.0,,,,00,1,1,200,,, 12,41121Y1241,,2,,,, 364997,
1002566,100033,2024-05-12,2024-05-27,2024-05-08,,disintermediate world-class ba,,1897.16,73.9,0.0,,,,00,1,1,200,,, 12,40512Y1240,,2,,,, 673146,
1002567,100156,2024-09-19,2024-10-19,2024-09-18,PO-49232,engage synergistic eyeballs,,722.27,53.04,0.0,,,,00,1,1,200,,, 12,40919Y1240,,0,,,, 708286,
1002568,100220,2024-11-19,2024-12-19,2024-11-18,,transition distributed e-marke,,8471.22,143.97,0.0,,,,00,1,1,200,,, 12,41119Y1241,,2,,,, 433291,
1002569,100434,2024-04-12,2024-04-27,2024-04-10,,evolve holistic vortals,,232.69,14.19,61.53,0.0,,,00,1,1,200,,, 12,40412Y1240,,1,,,, 842757,
1002570,100178,2024-09-13,2024-10-28,2024-09-08,PO-52516,benchmark virtual e-business,,21761.5,1519.24,0.0,,,,00,1,1,200,,, 12,40913Y1240,,0,,,, 978133,
1002571,100290,2024-09-10,2024-10-10,2024-09-07,PO-17505,brand world-class communities,,547.59,24.97,0.0,,,,00,1,1,200,,, 12,40910Y1240,,0,,,, 992163,
1002572,100380,2023-12-29,2024-01-13,2023-12-27,PO-16124,innovate scalable eyeballs,,750.91,74.72,0.0,,,,00,1,1,200,,, 12,31229Y1231,,1,2001-12-02,,, 191162,
1002573,100061,2024-01-13,2024-01-28,2024-01-08,PO-33221,empower robust systems,,1846.34,143.33,31.93,0.0,,,00,1,1,200,,, 12,40113Y1240,,1,,,, 142338,
1002574,100119,2024-07-08,2024-08-07,2024-07-06,,facilitate strategic channels,,348.42,15.51,0.0,,,,00,1,1,200,,, 12,40708Y1240,,8,,,, 941316,
1002575,100479,2024-06-24,2024-07-09,2024-06-20,,syndicate turn-key e-services,,1160.56,92.56,0.0,0.0,,,00,1,1,200,,, 12,40624Y1240,,1,,,, 966980,
1002576,100478,2023-02-20,2023-03-22,2023-02-17,PO-33730,aggregate compelling architect,,436.24,26.57,36.8,0.0,,,00,1,1,200,,, 12,30220Y1230,,6,,,, 441820,
1002577,100392,2024-03-24,2024-04-08,2024-03-19,PO-21568,deploy intuitive content,,1628.21,91.75,0.0,,,,00,1,1,200,,, 12,40324Y1240,,4,,,, 813681,
1002578,100101,2023-05-03,2023-06-02,2023-05-01,PO-42782,empower leading-edge mindshare,,1613.46,159.64,22.35,0.0,,,00,1,1,200,,, 12,30503Y1230,2003-12-31,2,,,, 904314,
1002579,100460,2024-07-31,2024-08-15,2024-07-28,PO-84768,architect back-end e-markets,,1429.09,12.54,0.0,,,,00,1,1,200,,, 12,40731Y1240,,8,2012-05-12,,, 140869,
1002580,100424,2023-12-30,2024-01-29,2023-12-28,PO-78378,synthesize dynamic systems,,1561.72,137.15,0.0,0.0,,,00,1,1,200,,, 12,31230Y1231,,2,,,, 914588,
1002581,100201,2023-10-07,2023-11-06,2023-10-06,,seize dynamic web services,,1547.09,141.62,0.0,,,,00,1,1,200,,, 12,31007Y1231,,1,,,, 766495,
1002582,100308,2023-07-29,2023-08-28,2023-07-28,PO-42298,unleash innovative info-mediar,,8993.1,527.64,0.7,0.0,,,00,1,1,200,,, 12,30729Y1230,2029-12-30,9,2011-12-13,,, 977764,
1002583,100303,2023-10-08,2023-11-22,2023-10-05,PO-16375,incentivize 24/365 methodologi,,6438.68,411.46,0.0,0.0,,,00,1,1,200,,, 12,31008Y1231,,1,,,, 321505,
1002584,100276,2023-09-30,2023-10-30,2023-09-25,PO-77122,envisioneer e-business deliver,,1418.17,106.1,67.66,,,,00,1,1,200,,, 12,30930Y1230,,7,,,, 637426,
1002585,100348,2024-04-21,2024-05-21,2024-04-16,PO-41812,cultivate user-centric markets,,9721.1,751.41,0.0,,,,00,1,1,200,,, 12,40421Y1240,,0,,,, 846338,
1002586,100482,2024-04-05,2024-05-05,2024-03-31,,redefine 24/365 infrastructure,,1813.78,1.55,0.0,,,,00,1,1,200,,, 12,40405Y1240,,6,,,, 741434,
1002587,100451,2024-01-30,2024-02-14,2024-01-27,PO-50593,drive granular methodologies,,804.66,58.58,78.18,,,,00,1,1,200,,, 12,40130Y1240,,1,,,, 215678,
1002588,100451,2023-06-25,2023-07-10,2023-06-22,,deploy holistic e-markets,,966.71,43.69,0.0,0.0,,,00,1,1,200,,, 12,30625Y1230,,3,,,, 412180,
1002589,100409,2023-12-05,2024-02-03,2023-12-02,,incentivize next-generation su,,25336.61,898.58,0.0,,,,00,1,1,200,,, 12,31205Y1231,,9,,,, 783943,
1002590,100489,2023-08-16,2023-09-30,2023-08-15,PO-89425,seize seamless supply-chains,,5638.53,519.25,0.0,0.0,,,00,1,1,200,,, 12,30816Y1230,,6,,,, 920842,
1002591,100304,2023-07-02,2023-07-17,2023-06-28,PO-82373,deliver one-to-one e-business,,969.51,35.28,45.04,0.0,,,00,1,1,200,,, 12,30702Y1230,2002-12-31,2,,,, 496798,
1002592,100253,2023-07-02,2023-08-16,2023-07-01,PO-37592,seize one-to-one platforms,,5736.23,571.33,0.0,,,,00,1,1,200,,, 12,30702Y1230,,1,,,, 564368,
1002593,100348,2024-03-31,2024-04-30,2024-03-29,PO-13347,maximize turn-key relationship,,35146.58,2834.12,46.57,,,,00,1,1,200,,, 12,40331Y1240,,5,,,, 756846,
1002594,100001,2024-01-28,2024-03-13,2024-01-26,,drive global solutions,,5427.37,290.15,0.0,,,,00,1,1,200,,, 12,40128Y1240,,9,,,, 625388,
1002595,100173,2024-11-21,2024-12-21,2024-11-16,PO-82656,evolve best-of-breed relations,,3542.69,83.71,0.0,,,,00,1,1,200,,, 12,41121Y1241,,2,,,, 815252,
1002596,100408,2023-08-16,2023-09-15,2023-08-12,PO-30790,visualize turn-key supply-chai,,277.79,5.2,0.0,,,,00,1,1,200,,, 12,30816Y1230,,8,,,, 349448,
1002597,100169,2023-01-17,2023-03-03,2023-01-14,PO-17029,synergize dot-com web-readines,,7249.2,515.37,28.47,,,,00,1,1,200,,, 12,30117Y1230,2017-12-31,1,,,, 246437,
1002598,100067,2023-11-05,2023-11-20,2023-10-31,PO-14375,synergize visionary technologi,,642.2,30.96,0.0,,,,00,1,1,200,,, 12,31105Y1231,,9,,,, 354830,
1002599,100378,2024-12-30,2025-01-14,2024-12-29,PO-29503,extend seamless content,,842.48,31.02,0.0,0.0,,,00,1,1,200,,, 12,41230Y1241,,2,,,, 142943,
1002600,100219,2023-04-25,2023-06-09,2023-04-22,PO-71617,re-contextualize next-generati,,10109.58,254.23,0.0,0.0,,,00,1,1,200,,, 12,30425Y1230,,4,,,, 216556,
1002601,100408,2024-12-22,2025-01-21,2024-12-17,,repurpose global bandwidth,,488.21,26.9,0.0,0.0,,,00,1,1,200,,, 12,41222Y1241,,2,,,, 254638,
1002602,100253,2024-02-27,2024-04-12,2024-02-26,PO-63113,incentivize scalable ROI,,7093.01,536.11,0.0,,,,00,1,1,200,,, 12,40227Y1240,,8,,,, 261293,
1002603,100090,2024-02-18,2024-03-19,2024-02-17,PO-48802,transition compelling communit,,882.37,79.97,0.0,,,,00,1,1,200,,, 12,40218Y1240,,6,,,, 539611,
1002604,100295,2023-04-26,2023-05-26,2023-04-23,PO-54578,extend bricks-and-clicks minds,,1450.95,36.03,0.0,,,,00,1,1,200,,, 12,30426Y1230,,5,2010-10-03,,, 449141,
1002605,100027,2024-07-14,2024-07-29,2024-07-10,PO-89392,leverage out-of-the-box users,,426.92,17.41,42.87,,,,00,1,1,200,,, 12,40714Y1240,,8,,,, 426750,
1002606,100491,2024-12-21,2025-01-05,2024-12-17,PO-35124,engage strategic applications,,1628.45,37.79,0.0,0.0,,,00,1,1,200,,, 12,41221Y1241,,2,,,, 858303,
1002607,100322,2024-03-06,2024-04-05,2024-03-04,PO-42007,monetize synergistic infrastru,,1555.45,105.52,0.0,,,,00,1,1,200,,, 12,40306Y1240,,6,,,, 693038,
1002608,100202,2024-04-01,2024-04-16,2024-03-27,,optimize efficient vortals,,748.79,73.61,94.8,,,,00,1,1,200,,, 12,40401Y1240,,1,,,, 292687,
1002609,100080,2024-12-30,2025-01-14,2024-12-26,,monetize user-centric portals,,311.72,13.84,67.65,0.0,,,00,1,1,200,,, 12,41230Y1241,,2,,,, 138929,
1002610,100230,2024-08-25,2024-10-09,2024-08-23,,implement proactive portals,,6789.83,621.95,0.0,0.0,,,00,1,1,200,,, 12,40825Y1240,,9,,,, 712387,
1002611,100450,2023-08-10,2023-09-09,2023-08-06,PO-25008,orchestrate enterprise models,,2879.07,89.06,0.0,,,,00,1,1,200,,, 12,30810Y1230,,5,,,, 291177,
1002612,100387,2023-12-27,2024-01-26,2023-12-26,PO-30650,implement innovative mindshare,,332.99,21.61,0.0,0.0,,,00,1,1,200,,, 12,31227Y1231,,7,,,, 496282,
1002613,100416,2024-03-13,2024-04-27,2024-03-12,PO-30921,seize revolutionary initiative,,6839.18,100.33,0.0,,,,00,1,1,200,,, 12,40313Y1240,,1,2092-12-05,,, 538203,
1002614,100022,2023-11-26,2023-12-11,2023-11-24,PO-68257,integrate bleeding-edge e-comm,,879.3,78.94,0.0,,,,00,1,1,200,,, 12,31126Y1231,,6,1992-11-21,,, 393316,
1002615,100097,2024-11-26,2024-12-26,2024-11-22,PO-80182,productize revolutionary chann,,508.63,2.75,0.0,,,,00,1,1,200,,, 12,41126Y1241,,2,,,, 927626,
1002616,100089,2023-02-11,2023-03-13,2023-02-09,PO-77967,scale extensible web services,,1803.2,168.33,0.0,,,,00,1,1,200,,, 12,30211Y1230,2011-12-30,4,,,, 883591,
1002617,100395,2024-06-03,2024-07-03,2024-06-02,PO-43906,e-enable rich action-items,,246.43,1.95,42.14,,,,00,1,1,200,,, 12,40603Y1240,,7,,,, 837870,
1002618,100223,2023-02-01,2023-03-03,2023-01-27,PO-12549,incentivize sticky e-markets,,858.21,49.74,0.0,0.0,,,00,1,1,200,,, 12,30201Y1230,2001-12-30,4,,,, 970648,
1002619,100143,2023-01-10,2023-02-09,2023-01-08,PO-71050,synthesize end-to-end methodol,,4959.65,344.58,0.0,0.0,,,00,1,1,200,,, 12,30110Y1230,,6,,,, 362781,
1002620,100249,2023-07-15,2023-08-14,2023-07-10,,syndicate world-class ROI,,1090.67,98.83,0.0,,,,00,1,1,200,,, 12,30715Y1230,,3,,,, 601797,
1002621,100248,2023-05-11,2023-06-25,2023-05-09,PO-30324,deliver 24/365 channels,,5123.33,444.46,8.64,0.0,,,00,1,1,200,,, 12,30511Y1230,,8,,,, 647831,
1002622,100032,2023-12-24,2024-01-08,2023-12-23,PO-59500,productize cross-platform infr,,816.01,11.12,14.66,,,,00,1,1,200,,, 12,31224Y1231,,2,,,, 225332,
1002623,100233,2023-11-05,2023-12-20,2023-11-01,,matrix impactful deliverables,,1241.61,42.41,7.45,,,,00,1,1,200,,, 12,31105Y1231,,2,,,, 864030,
1002624,100382,2023-09-19,2023-10-19,2023-09-15,PO-85658,target one-to-one vortals,,458.03,23.6,7.43,0.0,,,00,1,1,200,,, 12,30919Y1230,,3,,,, 766870,
1002625,100033,2023-10-31,2023-11-15,2023-10-29,PO-44407,cultivate next-generation e-ma,,459.82,26.79,0.0,,,,00,1,1,200,,, 12,31031Y1231,,6,,,, 683683,
1002626,100365,2023-08-09,2023-09-08,2023-08-05,PO-21107,integrate web-enabled e-market,,849.73,83.53,0.0,,,,00,1,1,200,,, 12,30809Y1230,,1,,,, 733266,
1002627,100045,2023-07-03,2023-08-02,2023-06-29,,whiteboard value-added supply-,,9793.94,544.9,0.0,,,,00,1,1,200,,, 12,30703Y1230,,5,,,, 224256,
1002628,100250,2023-03-29,2023-04-13,2023-03-28,PO-95047,deploy one-to-one partnerships,,202.11,10.4,40.04,,,,00,1,1,200,,, 12,30329Y1230,2029-12-30,8,,,, 859725,
1002629,100029,2023-10-31,2023-11-15,2023-10-26,PO-68016,aggregate viral channels,,524.17,14.95,0.0,,,,00,1,1,200,,, 12,31031Y1231,,2,,,, 497732,
1002630,100240,2023-02-24,2023-03-26,2023-02-23,PO-18830,orchestrate out-of-the-box int,,729.45,47.28,0.0,,,,00,1,1,200,,, 12,30224Y1230,,4,,,, 136687,
1002631,100493,2023-04-04,2023-05-04,2023-04-03,PO-57463,orchestrate cutting-edge netwo,,1691.62,156.5,0.0,,,,00,1,1,200,,, 12,30404Y1230,,1,,,, 861803,
1002632,100094,2023-08-16,2023-08-31,2023-08-12,,e-enable integrated applicatio,,221.28,1.06,0.0,,,,00,1,1,200,,, 12,30816Y1230,,4,,,, 340798,
1002633,100375,2023-12-18,2024-02-01,2023-12-14,PO-91837,engineer transparent solutions,,7144.1,125.47,0.0,0.0,,,00,1,1,200,,, 12,31218Y1231,,1,,,, 596365,
1002634,100146,2023-06-13,2023-06-28,2023-06-08,PO-87988,seize granular models,,683.58,46.1,0.0,0.0,,,00,1,1,200,,, 12,30613Y1230,,6,,,, 573227,
1002635,100398,2023-05-30,2023-06-29,2023-05-25,PO-43805,maximize viral ROI,,756.62,62.91,0.0,,,,00,1,1,200,,, 12,30530Y1230,,8,,,, 779945,
1002636,100088,2024-06-18,2024-07-18,2024-06-16,PO-15157,brand dot-com channels,,301.08,2.51,0.0,,,,00,1,1,200,,, 12,40618Y1240,,8,,,, 992115,
1002637,100196,2023-04-08,2023-05-08,2023-04-03,PO-68214,envisioneer wireless applicati,,367.25,32.98,0.0,,,,00,1,1,200,,, 12,30408Y1230,,1,,,, 934898,
1002638,100399,2023-03-22,2023-04-21,2023-03-21,PO-59377,synergize best-of-breed platfo,,911.85,52.29,60.79,,,,00,1,1,200,,, 12,30322Y1230,,7,,,, 978164,
1002639,100281,2024-08-25,2024-09-24,2024-08-22,PO-90658,cultivate cutting-edge action-,,776.42,38.54,0.0,0.0,,,00,1,1,200,,, 12,40825Y1240,,0,,,, 509977,
1002640,100273,2023-01-13,2023-02-12,2023-01-12,,mesh bricks-and-clicks web ser,,5582.26,153.53,0.0,,,,00,1,1,200,,, 12,30113Y1230,2013-12-30,9,,,, 627764,
1002641,100214,2023-01-04,2023-02-03,2023-01-01,PO-84047,generate B2C ROI,,2538.24,186.43,0.0,,,,00,1,1,200,,, 12,30104Y1230,2004-12-30,5,,,, 705614,
1002642,100295,2023-09-12,2023-10-12,2023-09-10,PO-87484,syndicate best-of-breed experi,,986.11,18.01,0.0,,,,00,1,1,200,,, 12,30912Y1230,,8,,,, 201891,
1002643,100478,2023-09-30,2023-10-30,2023-09-29,PO-42805,re-intermediate distributed co,,409.81,28.34,0.0,0.0,,,00,1,1,200,,, 12,30930Y1230,,9,,,, 810334,
1002644,100226,2024-08-07,2024-09-21,2024-08-06,,implement seamless synergies,,9073.61,553.21,0.0,0.0,,,00,1,1,200,,, 12,40807Y1240,,2,,,, 532065,
1002645,100062,2023-06-08,2023-07-23,2023-06-03,,extend granular info-mediaries,,5500.72,115.32,45.4,0.0,,,00,1,1,200,,, 12,30608Y1230,2008-12-31,0,,,, 263784,
1002646,100079,2023-04-04,2023-05-04,2023-03-31,PO-27597,revolutionize virtual systems,,6909.77,289.24,0.0,,,,00,1,1,200,,, 12,30404Y1230,2004-12-31,0,,,, 451216,
1002647,100451,2023-10-06,2023-10-21,2023-10-02,PO-81835,extend world-class channels,,398.69,21.79,0.0,,,,00,1,1,200,,, 12,31006Y1231,,8,,,, 853151,
1002648,100327,2023-09-07,2023-10-22,2023-09-04,PO-60671,deploy strategic initiatives,,2268.16,14.57,28.19,0.0,,,00,1,1,200,,, 12,30907Y1230,,5,,,, 409002,
1002649,100093,2023-04-21,2023-05-06,2023-04-18,PO-33624,incentivize clicks-and-mortar,,625.49,58.51,48.18,,,,00,1,1,200,,, 12,30421Y1230,,9,,,, 374989,
1002650,100229,2024-05-05,2024-07-04,2024-05-02,PO-28881,drive open-source mindshare,,8533.52,156.3,0.0,,,,00,1,1,200,,, 12,40505Y1240,,0,,,, 972603,
1002651,100476,2023-04-12,2023-05-12,2023-04-07,PO-78778,optimize open-source solutions,,525.67,23.45,42.79,0.0,,,00,1,1,200,,, 12,30412Y1230,,1,,,, 593498,
1002652,100178,2024-09-30,2024-11-14,2024-09-27,PO-40880,unleash sticky platforms,,18193.73,599.28,0.0,,,,00,1,1,200,,, 12,40930Y1240,,1,,,, 104478,
1002653,100061,2024-07-10,2024-07-25,2024-07-06,PO-10427,target holistic metrics,,1852.52,171.58,0.0,0.0,,,00,1,1,200,,, 12,40710Y1240,,7,,,, 444240,
1002654,100323,2024-04-10,2024-04-25,2024-04-07,PO-42662,brand integrated interfaces,,982.94,68.35,0.0,0.0,,,00,1,1,200,,, 12,40410Y1240,,6,,,, 732092,
1002655,100013,2024-11-16,2024-12-01,2024-11-13,PO-19162,monetize compelling ROI,,199.79,16.79,52.8,0.0,,,00,1,1,200,,, 12,41116Y1241,,2,,,, 529485,
1002656,100293,2023-04-26,2023-05-11,2023-04-22,,iterate world-class applicatio,,1645.97,22.4,0.0,0.0,,,00,1,1,200,,, 12,30426Y1230,,3,,,, 451574,
1002657,100329,2023-05-21,2023-06-20,2023-05-17,,innovate holistic e-business,,3270.91,9.9,0.0,,,,00,1,1,200,,, 12,30521Y1230,2021-12-30,6,,,, 236877,
1002658,100239,2024-04-29,2024-05-14,2024-04-25,PO-33102,empower proactive e-services,,672.1,20.13,0.0,,,,00,1,1,200,,, 12,40429Y1240,,8,,,, 850228,
1002659,100399,2024-04-07,2024-05-07,2024-04-04,,aggregate sticky web services,,1835.19,12.37,0.0,,,,00,1,1,200,,, 12,40407Y1240,,5,,,, 538692,
1002660,100101,2024-06-23,2024-07-23,2024-06-21,PO-11879,enable customized supply-chain,,1750.84,140.03,0.0,,,,00,1,1,200,,, 12,40623Y1240,,9,,,, 670981,
1002661,100449,2024-02-29,2024-03-15,2024-02-26,PO-49165,facilitate scalable action-ite,,534.81,48.35,0.0,0.0,,,00,1,1,200,,, 12,40229Y1240,,3,,,, 752825,
1002662,100457,2023-11-28,2023-12-13,2023-11-25,PO-48856,streamline ubiquitous partners,,1119.18,57.48,0.0,,,,00,1,1,200,,, 12,31128Y1231,,1,,,, 648285,
1002663,100495,2023-10-18,2023-12-02,2023-10-15,,orchestrate front-end e-busine,,1258.5,79.09,0.0,,,,00,1,1,200,,, 12,31018Y1231,,2,,,, 794967,
1002664,100277,2023-02-22,2023-03-24,2023-02-19,PO-89393,seize granular metrics,,1468.81,55.99,0.0,0.0,,,00,1,1,200,,, 12,30222Y1230,,2,,,, 898154,
1002665,100167,2024-01-03,2024-02-02,2024-01-02,PO-15826,leverage clicks-and-mortar par,,258.04,12.94,0.0,0.0,,,00,1,1,200,,, 12,40103Y1240,,5,1910-10-30,,, 183091,
1002666,100357,2023-12-07,2023-12-22,2023-12-05,,synthesize transparent niches,,298.2,20.11,54.04,0.0,,,00,1,1,200,,, 12,31207Y1231,,7,,,, 117585,
1002667,100111,2024-06-13,2024-06-28,2024-06-09,PO-27849,deploy synergistic systems,,880.71,83.2,0.0,,,,00,1,1,200,,, 12,40613Y1240,,9,,,, 667886,
1002668,100374,2024-01-06,2024-01-21,2024-01-02,PO-41876,leverage global architectures,,1394.12,47.11,0.0,,,,00,1,1,200,,, 12,40106Y1240,,2,,,, 106597,
1002669,100267,2023-08-28,2023-09-12,2023-08-27,PO-97272,empower proactive channels,,994.55,48.05,0.0,0.0,,,00,1,1,200,,, 12,30828Y1230,,5,,,, 338609,
1002670,100437,2023-07-12,2023-08-11,2023-07-09,PO-54842,revolutionize distributed solu,,2996.78,191.11,0.0,0.0,,,00,1,1,200,,, 12,30712Y1230,,7,1960-10-30,,, 281911,
1002671,100103,2023-07-06,2023-08-05,2023-07-05,,iterate turn-key bandwidth,,1917.27,24.75,83.92,,,,00,1,1,200,,, 12,30706Y1230,,3,,,, 323310,
